id,name,address,lat,lon,stars,amenities,image_urls
A-29135,Hotel O K N Residency,"XX, Jakkuru, Yelahanka Zone, Bengaluru, Bangalore North, Bangalore Urban, Bangalore, 560064 Yelahanka, India",13.119073,77.63142,1,Multilingual staff|Room service|Private bath or shower|Bell staff/porter|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-29135/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-29135/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-29135/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-29135/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-29135/4.jpeg
A-37875,Hotel Mountain Paradise,"MSR College Rd, A.K.Colony, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054",13.0299848,77.5628739,2,Multilingual staff|Bilingual staff|Air conditioning|Bell staff/porter|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-37875/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-37875/1.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-37875/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-37875/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-37875/4.jpeg
A-42758,Locul Midtown,"3001, 12th A Main Rd, HAL 2nd Stage, Indiranagar",12.96953,77.64472,3,Golf|Yoga classes|Bowling|Horse riding|Bicycle rentals|Fitness center,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42758/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42758/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42758/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42758/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42758/4.jpeg
A-39353,Z Express Aster,"New Ward No 151, Dr. M.H, Marigowda Rd, near UNIQ Technologies, Sidharata Colony, Madiwala, Koramangala 2nd Block, Koramangala, Bengaluru",12.9234482,77.619145,2,Multilingual staff|Bilingual staff|Accessible facilities|Security|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-39353/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-39353/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-39353/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-39353/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-39353/4.jpeg
A-73567,SPOT ON Sanjay Lodge,",# 26, Bharathi city back gate, Army College Rd, Nagareshwara Nagenahalli Dr.Shivaramkaranth Nagar Post, Bangalore ,Bangalore,Karnataka,560077,India",13.078444,77.646722,3,Multilingual staff|Room service|Private bath or shower|Bell staff/porter|Security|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-73567/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-73567/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-73567/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-73567/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-73567/4.jpg
A-98070,SPOT ON 811649 San International Hotel,",23 Ebenezer Church RD, Silicon Town, Electronic city, Doddanagamangala Village,Bangalore,Karnataka,560100,India",12.856077,77.6763786,2,Air conditioning|24-hour front desk|Housekeeping|Air conditioning|24-hour front desk|Housekeeping,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-98070/0.jpg
A-83567,SUNIQ,"Airport Whitefield Main Rd, Site Number 4, Gulmohar Enclave, Silver Springs Layout, Marathahalli, Karnataka, 560037",12.954997,77.712961,3,Parking|24-hour front desk|Parking|24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83567/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83567/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83567/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83567/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83567/4.jpeg
A-62527,Dass Suites,"13, Vasvani Layout, Challaghatta Jct Rd, behind Embassy Golf Link business Park, Domlur, Bengaluru, Karnataka 560037",12.946451187133789,77.64743041992188,1,Kitchenette|Multilingual staff|Room service|Parking|Hair dryer|Private bath or shower,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-62527/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-62527/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-62527/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-62527/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-62527/4.jpeg
A-64228,Purplle Inn,"Main Road, Chinnappanahalli, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037",12.9708077,77.70703449999999,2,Multilingual staff|Bilingual staff|Parking|Air conditioning|Security|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64228/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64228/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64228/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64228/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64228/4.jpeg
A-92830,Aanvi Suites RR Nagar,"Tiruchi Mahaswamy Road, KA, 560098",12.907424,77.511936,2,Parking|24-hour front desk|Parking|24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92830/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92830/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92830/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92830/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92830/4.jpg
A-93692,Catalyst Suites Domlur,"239, 7th Main Road, Embassy Golf Links Road, near Dell, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",12.95504379272461,77.6428451538086,3,Bilingual staff|Room service|Air conditioning|24-hour security|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-93692/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-93692/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-93692/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-93692/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-93692/4.jpeg
A-07702,"The Hosteller Bangalore, Brigade Road","124, Brigade Rd, opposite Brigade Tower, near Vellara Junction, Ashok Nagar, Bengaluru, Karnataka 560025",12.967325210571287,77.6066665649414,3,Library|Laundry service|Terrace|Air conditioning|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-07702/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-07702/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-07702/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-07702/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-07702/4.jpeg
A-38423,Silverkey Hotel Yelahanka,"No 98/1 Dr Unnikrishnan Road, Main Road, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064",13.0978718,77.483976,3,Lounge|Multilingual staff|Bilingual staff|Room service|Parking,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38423/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38423/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38423/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38423/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38423/4.jpeg
A-95868,Gateway Inn Bangalore Airport,Kempegowda International Airport Road,13.198151588439941,77.67987060546875,3,Bar|Shuttle service|Shuttle to local attractions|Room service|Parking,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95868/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95868/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95868/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95868/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95868/4.jpg
A-17322,JVH Hotels Bangalore,"Kasavanahalli Main Rd, Owners Court Layout",12.898956298828125,77.6762466430664,3,On-site parking|Concierge desk|24-hour front desk|Bag storage|Designated smoking areas,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-17322/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-17322/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-17322/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-17322/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-17322/4.jpg
A-81183,Tea Harbour,"AET Circle, Doddakanhalli, 29-30, Karnataka, 560035",12.915364,77.698437,3,Parking|On-site parking|Concierge desk|24-hour front desk|Bag storage,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-81183/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-81183/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-81183/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-81183/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-81183/4.jpg
A-22601,Treebo Premium Raj Vista Global Village,"#2, behind Karnataka Bank, BEML Layout 7th Stage, Mailasandra, 560059 Bangalore, India",12.915177,77.502014,3,Room service|Parking|Laundry service|Air conditioning|Bell staff/porter|Restaurant,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-22601/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-22601/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-22601/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-22601/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-22601/4.jpg
A-24140,Nachis BnB,"3809, 14th Cross, Chinmaya Mission Hospital Rd, Indira Nagar II Stage, Indiranagar, Bengaluru, Karnataka 560038",12.9738452,77.63489539999999,1,Room service|Parking|Housekeeping - daily|Air conditioning|Accessible facilities|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-24140/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-24140/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-24140/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-24140/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-24140/4.jpeg
A-32692,Super Hotel O IRA Comforts,",No.85 22nd Main Road, PES College road, Mysore Bank Colony, Phase 1, Banashankari 1st Stage,Bangalore,Karnataka,560050,India",12.94047,77.5535,2,Wakeup service|Multilingual staff|Room service|Private bath or shower|Air conditioning|Bell staff/porter,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-32692/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-32692/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-32692/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-32692/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-32692/4.jpg
A-89668,Hotel La Bendicion Bangalore,"2nd Phase, 957, Rajeev Gandhi Nagar, NTI Layout, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560097",13.065620422363281,77.57857513427734,3,Room service|Parking|Laundry service|Housekeeping - daily|Security|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-89668/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-89668/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-89668/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-89668/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-89668/4.jpeg
A-77802,Townhouse DLF Newtown,"Plot Number 3 4, Floor No 1, Yelanahalli Main Road, Begur, Bangalore",12.871975898742676,77.61747741699219,3,Room service|Housekeeping - daily|Air conditioning|Bell staff/porter|Restaurant,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-77802/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-77802/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-77802/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-77802/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-77802/4.jpg
A-72621,Hotel Kingdom Suites,"3rd Floor, Kingdom Convention Centre, No. 6/42/6/43, Thanisandra Main Rd, opposite Elements Mall, Ashwath Nagar, HBR Layout, Bengaluru, Karnataka 560045",13.045433,77.6282483,3,Multilingual staff|Bilingual staff|Room service|Air conditioning|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-72621/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-72621/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-72621/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-72621/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-72621/4.jpeg
A-92994,Hotel Classio Nagavara,"85/7, Philomena Hospital Rd, Vyalikaval HBCS Layout, Nagavara, Bengaluru, Karnataka 560045",13.0406338,77.61948629999999,3,Pet friendly|Refrigerator|Non-smoking room|Air conditioning|Security|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92994/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92994/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92994/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92994/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92994/4.jpeg
A-83214,Collection O Yeshvantpur Railway Junction Formerly Sasthi Inn,"Plot No. 732/15, Pipeline Road, Yeshwantpur, Bangalore",13.0234439,77.55319829999999,3,Room service|Laundry service|Air conditioning|Accessible bathrooms|Accessible facilities|Restaurant,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83214/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83214/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83214/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83214/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83214/4.jpg
A-69380,Z Express Mishal,"No 89/1, Tanisandra Village, K R Puram,, Bangalore, India",13.0300166,77.5783523,2,Multilingual staff|Bilingual staff|Room service|Accessible facilities|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-69380/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-69380/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-69380/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-69380/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-69380/4.jpeg
A-35304,Hotel fortune suites,"7, Hosur Rd, Pragathi Nagar, Basapura",12.851851463317871,77.66808319091797,3,Housekeeping - daily|24-hour front desk|Housekeeping - daily|24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-35304/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-35304/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-35304/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-35304/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-35304/4.jpg
A-05692,Vijaya Grand,"904, Outer Ring Rd, near Deepa Complex, near ambedkar college, Papareddipalya, Naagarabhaavi, Bengaluru, Karnataka 560072",12.9691542,77.5060273,2,Multilingual staff|Bilingual staff|Room service|Parking|Air conditioning|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05692/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05692/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05692/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05692/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05692/4.jpeg
A-66532,Square Inn,"Airport West gate entrance, Airport cargo & railway road Palya gate boovanahalli, Kempegowda International Airport",13.199913428397567,77.67901990327529,3,Room service|Parking|Laundry service|Housekeeping - daily|Security|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-66532/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-66532/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-66532/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-66532/3.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-66532/4.png
A-01438,Housr Jenkins KHB Block Koramangala Bangalore.,"737, StayAbode Jenkins, 7th Cross Rd, KHB Block Koramangala, Koramangala 4-B Block, Koramangala 3 Block, Koramangala",12.930808067321777,77.6238784790039,3,Valet parking|Parking|Concierge desk|24-hour front desk|Bag storage,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-01438/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-01438/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-01438/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-01438/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-01438/4.jpg
A-86779,"Snore Summore, Hostel in Koramangala","Shrimathi House, Building No. 23, 1st Main Cross, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034.",12.928170204162598,77.6368179321289,3,Pet friendly|Parking|Laundry service|Non-smoking room|Terrace,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-86779/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-86779/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-86779/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-86779/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-86779/4.jpg
A-99041,Luxury Apartment in Indiranagar,"100 Feet Rd, KA560038, India",12.974074,77.640768,3,Smoke-free property|Smoke-free property,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99041/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99041/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99041/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99041/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99041/4.jpg
A-95313,Hotel O Spot on S L V Comfort,"#39/2 shree mansion, SC road, Bazaar str, Bazaar street , Yeshwanthpura, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India, Bangalore, 560022 Bangalore, India",13.02111,77.55399,2,Multilingual staff|Room service|Outdoor parking|Shared tv area|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95313/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95313/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95313/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95313/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-95313/4.jpeg
